areaCode,areaName,baljuCode,baljuGubun,cnt,dogubCode,dogubGubun,notiDate
25,대전,0,공공,2,2,하도급,20201012
25,대전,1,민간(법인),4,2,하도급,20201012
25,대전,2,민간(개인),1,2,하도급,20201012
25,대전,3,전체,7,2,하도급,20201012
26,울산,0,공공,2,1,원도급,20201012
26,울산,1,민간(법인),10,1,원도급,20201012
26,울산,2,민간(개인),4,1,원도급,20201012
26,울산,3,전체,16,1,원도급,20201012
26,울산,0,공공,1,2,하도급,20201012
26,울산,1,민간(법인),8,2,하도급,20201012
26,울산,2,민간(개인),0,2,하도급,20201012
26,울산,3,전체,9,2,하도급,20201012
29,세종,0,공공,2,1,원도급,20201012
29,세종,1,민간(법인),3,1,원도급,20201012
29,세종,2,민간(개인),1,1,원도급,20201012
29,세종,3,전체,6,1,원도급,20201012
29,세종,0,공공,0,2,하도급,20201012
29,세종,1,민간(법인),2,2,하도급,20201012
29,세종,2,민간(개인),1,2,하도급,20201012
29,세종,3,전체,3,2,하도급,20201012
31,경기,0,공공,38,1,원도급,20201012
31,경기,1,민간(법인),49,1,원도급,20201012
31,경기,2,민간(개인),20,1,원도급,20201012
31,경기,3,전체,107,1,원도급,20201012
31,경기,0,공공,35,2,하도급,20201012
31,경기,1,민간(법인),48,2,하도급,20201012
31,경기,2,민간(개인),23,2,하도급,20201012
31,경기,3,전체,106,2,하도급,20201012
32,강원,0,공공,16,1,원도급,20201012
32,강원,1,민간(법인),4,1,원도급,20201012
32,강원,2,민간(개인),2,1,원도급,20201012
32,강원,3,전체,22,1,원도급,20201012
32,강원,0,공공,13,2,하도급,20201012
32,강원,1,민간(법인),7,2,하도급,20201012
32,강원,2,민간(개인),1,2,하도급,20201012
32,강원,3,전체,21,2,하도급,20201012
33,충북,0,공공,5,1,원도급,20201012
33,충북,1,민간(법인),11,1,원도급,20201012
33,충북,2,민간(개인),8,1,원도급,20201012
33,충북,3,전체,24,1,원도급,20201012
33,충북,0,공공,8,2,하도급,20201012
33,충북,1,민간(법인),11,2,하도급,20201012
33,충북,2,민간(개인),5,2,하도급,20201012
33,충북,3,전체,24,2,하도급,20201012
34,충남,0,공공,15,1,원도급,20201012
34,충남,1,민간(법인),12,1,원도급,20201012
34,충남,2,민간(개인),2,1,원도급,20201012
34,충남,3,전체,29,1,원도급,20201012
34,충남,0,공공,15,2,하도급,20201012
34,충남,1,민간(법인),3,2,하도급,20201012
34,충남,2,민간(개인),2,2,하도급,20201012
34,충남,3,전체,20,2,하도급,20201012
35,전북,0,공공,14,1,원도급,20201012
35,전북,1,민간(법인),4,1,원도급,20201012
35,전북,2,민간(개인),5,1,원도급,20201012
35,전북,3,전체,23,1,원도급,20201012
35,전북,0,공공,5,2,하도급,20201012
35,전북,1,민간(법인),7,2,하도급,20201012
35,전북,2,민간(개인),1,2,하도급,20201012
35,전북,3,전체,13,2,하도급,20201012
36,전남,0,공공,20,1,원도급,20201012
36,전남,1,민간(법인),10,1,원도급,20201012
36,전남,2,민간(개인),12,1,원도급,20201012
36,전남,3,전체,42,1,원도급,20201012
36,전남,0,공공,18,2,하도급,20201012
36,전남,1,민간(법인),11,2,하도급,20201012
36,전남,2,민간(개인),1,2,하도급,20201012
36,전남,3,전체,30,2,하도급,20201012
37,경북,0,공공,33,1,원도급,20201012
37,경북,1,민간(법인),10,1,원도급,20201012
37,경북,2,민간(개인),7,1,원도급,20201012
37,경북,3,전체,50,1,원도급,20201012
37,경북,0,공공,17,2,하도급,20201012
37,경북,1,민간(법인),10,2,하도급,20201012
37,경북,2,민간(개인),7,2,하도급,20201012
37,경북,3,전체,34,2,하도급,20201012
38,경남,0,공공,20,1,원도급,20201012
38,경남,1,민간(법인),13,1,원도급,20201012
38,경남,2,민간(개인),5,1,원도급,20201012
38,경남,3,전체,38,1,원도급,20201012
38,경남,0,공공,10,2,하도급,20201012
38,경남,1,민간(법인),8,2,하도급,20201012
38,경남,2,민간(개인),4,2,하도급,20201012
38,경남,3,전체,22,2,하도급,20201012
39,제주,0,공공,2,1,원도급,20201012
39,제주,1,민간(법인),1,1,원도급,20201012
39,제주,2,민간(개인),3,1,원도급,20201012
39,제주,3,전체,6,1,원도급,20201012
39,제주,0,공공,2,2,하도급,20201012
39,제주,1,민간(법인),3,2,하도급,20201012
39,제주,2,민간(개인),6,2,하도급,20201012
39,제주,3,전체,11,2,하도급,20201012
00,전체,0,공공,206,1,원도급,20201013
00,전체,1,민간(법인),190,1,원도급,20201013
00,전체,2,민간(개인),143,1,원도급,20201013
00,전체,3,전체,539,1,원도급,20201013
00,전체,0,공공,183,2,하도급,20201013
00,전체,1,민간(법인),169,2,하도급,20201013
00,전체,2,민간(개인),89,2,하도급,20201013
00,전체,3,전체,441,2,하도급,20201013
11,서울,0,공공,22,1,원도급,20201013
11,서울,1,민간(법인),21,1,원도급,20201013
11,서울,2,민간(개인),22,1,원도급,20201013
11,서울,3,전체,65,1,원도급,20201013
11,서울,0,공공,25,2,하도급,20201013
11,서울,1,민간(법인),29,2,하도급,20201013
11,서울,2,민간(개인),21,2,하도급,20201013
11,서울,3,전체,75,2,하도급,20201013
21,부산,0,공공,4,1,원도급,20201013
21,부산,1,민간(법인),7,1,원도급,20201013
21,부산,2,민간(개인),4,1,원도급,20201013
21,부산,3,전체,15,1,원도급,20201013
21,부산,0,공공,2,2,하도급,20201013
21,부산,1,민간(법인),6,2,하도급,20201013
21,부산,2,민간(개인),2,2,하도급,20201013
21,부산,3,전체,10,2,하도급,20201013
22,대구,0,공공,4,1,원도급,20201013
22,대구,1,민간(법인),4,1,원도급,20201013
22,대구,2,민간(개인),8,1,원도급,20201013
22,대구,3,전체,16,1,원도급,20201013
22,대구,0,공공,4,2,하도급,20201013
22,대구,1,민간(법인),7,2,하도급,20201013
22,대구,2,민간(개인),3,2,하도급,20201013
22,대구,3,전체,14,2,하도급,20201013
23,인천,0,공공,8,1,원도급,20201013
23,인천,1,민간(법인),5,1,원도급,20201013
23,인천,2,민간(개인),6,1,원도급,20201013
23,인천,3,전체,19,1,원도급,20201013
23,인천,0,공공,7,2,하도급,20201013
23,인천,1,민간(법인),6,2,하도급,20201013
23,인천,2,민간(개인),2,2,하도급,20201013
23,인천,3,전체,15,2,하도급,20201013
24,광주,0,공공,4,1,원도급,20201013
24,광주,1,민간(법인),10,1,원도급,20201013
24,광주,2,민간(개인),9,1,원도급,20201013
24,광주,3,전체,23,1,원도급,20201013
24,광주,0,공공,4,2,하도급,20201013
24,광주,1,민간(법인),7,2,하도급,20201013
24,광주,2,민간(개인),1,2,하도급,20201013
24,광주,3,전체,12,2,하도급,20201013
25,대전,0,공공,8,1,원도급,20201013
25,대전,1,민간(법인),2,1,원도급,20201013
25,대전,2,민간(개인),4,1,원도급,20201013
25,대전,3,전체,14,1,원도급,20201013
25,대전,0,공공,0,2,하도급,20201013
25,대전,1,민간(법인),4,2,하도급,20201013
25,대전,2,민간(개인),0,2,하도급,20201013
25,대전,3,전체,4,2,하도급,20201013
26,울산,0,공공,7,1,원도급,20201013
26,울산,1,민간(법인),10,1,원도급,20201013
26,울산,2,민간(개인),0,1,원도급,20201013
26,울산,3,전체,17,1,원도급,20201013
26,울산,0,공공,4,2,하도급,20201013
26,울산,1,민간(법인),4,2,하도급,20201013
26,울산,2,민간(개인),2,2,하도급,20201013
26,울산,3,전체,10,2,하도급,20201013
29,세종,0,공공,0,1,원도급,20201013
29,세종,1,민간(법인),3,1,원도급,20201013
29,세종,2,민간(개인),1,1,원도급,20201013
29,세종,3,전체,4,1,원도급,20201013
29,세종,0,공공,0,2,하도급,20201013
29,세종,1,민간(법인),0,2,하도급,20201013
29,세종,2,민간(개인),0,2,하도급,20201013
29,세종,3,전체,0,2,하도급,20201013
31,경기,0,공공,39,1,원도급,20201013
31,경기,1,민간(법인),51,1,원도급,20201013
31,경기,2,민간(개인),39,1,원도급,20201013
31,경기,3,전체,129,1,원도급,20201013
31,경기,0,공공,36,2,하도급,20201013
31,경기,1,민간(법인),39,2,하도급,20201013
31,경기,2,민간(개인),34,2,하도급,20201013
31,경기,3,전체,109,2,하도급,20201013
32,강원,0,공공,18,1,원도급,20201013
32,강원,1,민간(법인),7,1,원도급,20201013
32,강원,2,민간(개인),4,1,원도급,20201013
32,강원,3,전체,29,1,원도급,20201013
32,강원,0,공공,9,2,하도급,20201013
32,강원,1,민간(법인),4,2,하도급,20201013
32,강원,2,민간(개인),2,2,하도급,20201013
32,강원,3,전체,15,2,하도급,20201013
33,충북,0,공공,6,1,원도급,20201013
33,충북,1,민간(법인),15,1,원도급,20201013
33,충북,2,민간(개인),10,1,원도급,20201013
33,충북,3,전체,31,1,원도급,20201013
33,충북,0,공공,7,2,하도급,20201013
33,충북,1,민간(법인),7,2,하도급,20201013
33,충북,2,민간(개인),1,2,하도급,20201013
33,충북,3,전체,15,2,하도급,20201013
34,충남,0,공공,13,1,원도급,20201013
34,충남,1,민간(법인),16,1,원도급,20201013
34,충남,2,민간(개인),8,1,원도급,20201013
34,충남,3,전체,37,1,원도급,20201013
34,충남,0,공공,17,2,하도급,20201013
34,충남,1,민간(법인),10,2,하도급,20201013
34,충남,2,민간(개인),2,2,하도급,20201013
34,충남,3,전체,29,2,하도급,20201013
35,전북,0,공공,20,1,원도급,20201013
35,전북,1,민간(법인),16,1,원도급,20201013
35,전북,2,민간(개인),5,1,원도급,20201013
35,전북,3,전체,41,1,원도급,20201013
35,전북,0,공공,12,2,하도급,20201013
35,전북,1,민간(법인),13,2,하도급,20201013
35,전북,2,민간(개인),2,2,하도급,20201013
35,전북,3,전체,27,2,하도급,20201013
36,전남,0,공공,14,1,원도급,20201013
36,전남,1,민간(법인),2,1,원도급,20201013
36,전남,2,민간(개인),5,1,원도급,20201013
36,전남,3,전체,21,1,원도급,20201013
36,전남,0,공공,16,2,하도급,20201013
36,전남,1,민간(법인),16,2,하도급,20201013
36,전남,2,민간(개인),8,2,하도급,20201013
36,전남,3,전체,40,2,하도급,20201013
37,경북,0,공공,17,1,원도급,20201013
37,경북,1,민간(법인),8,1,원도급,20201013
37,경북,2,민간(개인),6,1,원도급,20201013
37,경북,3,전체,31,1,원도급,20201013
37,경북,0,공공,21,2,하도급,20201013
37,경북,1,민간(법인),9,2,하도급,20201013
37,경북,2,민간(개인),3,2,하도급,20201013
37,경북,3,전체,33,2,하도급,20201013
38,경남,0,공공,12,1,원도급,20201013
38,경남,1,민간(법인),10,1,원도급,20201013
38,경남,2,민간(개인),9,1,원도급,20201013
38,경남,3,전체,31,1,원도급,20201013
38,경남,0,공공,15,2,하도급,20201013
38,경남,1,민간(법인),6,2,하도급,20201013
38,경남,2,민간(개인),4,2,하도급,20201013
38,경남,3,전체,25,2,하도급,20201013
39,제주,0,공공,10,1,원도급,20201013
39,제주,1,민간(법인),3,1,원도급,20201013
39,제주,2,민간(개인),3,1,원도급,20201013
39,제주,3,전체,16,1,원도급,20201013
39,제주,0,공공,4,2,하도급,20201013
39,제주,1,민간(법인),2,2,하도급,20201013
39,제주,2,민간(개인),2,2,하도급,20201013
39,제주,3,전체,8,2,하도급,20201013
00,전체,0,공공,211,1,원도급,20201014
00,전체,1,민간(법인),214,1,원도급,20201014
00,전체,2,민간(개인),181,1,원도급,20201014
00,전체,3,전체,606,1,원도급,20201014
00,전체,0,공공,172,2,하도급,20201014
00,전체,1,민간(법인),148,2,하도급,20201014
00,전체,2,민간(개인),68,2,하도급,20201014
00,전체,3,전체,388,2,하도급,20201014
11,서울,0,공공,31,1,원도급,20201014
11,서울,1,민간(법인),32,1,원도급,20201014
11,서울,2,민간(개인),26,1,원도급,20201014
11,서울,3,전체,89,1,원도급,20201014
11,서울,0,공공,20,2,하도급,20201014
11,서울,1,민간(법인),13,2,하도급,20201014
11,서울,2,민간(개인),10,2,하도급,20201014
11,서울,3,전체,43,2,하도급,20201014
21,부산,0,공공,10,1,원도급,20201014
21,부산,1,민간(법인),14,1,원도급,20201014
21,부산,2,민간(개인),6,1,원도급,20201014
21,부산,3,전체,30,1,원도급,20201014
21,부산,0,공공,9,2,하도급,20201014
21,부산,1,민간(법인),6,2,하도급,20201014
21,부산,2,민간(개인),1,2,하도급,20201014
21,부산,3,전체,16,2,하도급,20201014
22,대구,0,공공,10,1,원도급,20201014
22,대구,1,민간(법인),4,1,원도급,20201014
22,대구,2,민간(개인),4,1,원도급,20201014
22,대구,3,전체,18,1,원도급,20201014
22,대구,0,공공,1,2,하도급,20201014
22,대구,1,민간(법인),5,2,하도급,20201014
22,대구,2,민간(개인),7,2,하도급,20201014
22,대구,3,전체,13,2,하도급,20201014
23,인천,0,공공,3,1,원도급,20201014
23,인천,1,민간(법인),9,1,원도급,20201014
23,인천,2,민간(개인),9,1,원도급,20201014
23,인천,3,전체,21,1,원도급,20201014
23,인천,0,공공,2,2,하도급,20201014
23,인천,1,민간(법인),4,2,하도급,20201014
23,인천,2,민간(개인),6,2,하도급,20201014
23,인천,3,전체,12,2,하도급,20201014
24,광주,0,공공,6,1,원도급,20201014
24,광주,1,민간(법인),3,1,원도급,20201014
24,광주,2,민간(개인),7,1,원도급,20201014
24,광주,3,전체,16,1,원도급,20201014
24,광주,0,공공,2,2,하도급,20201014
24,광주,1,민간(법인),2,2,하도급,20201014
24,광주,2,민간(개인),4,2,하도급,20201014
24,광주,3,전체,8,2,하도급,20201014
25,대전,0,공공,6,1,원도급,20201014
25,대전,1,민간(법인),6,1,원도급,20201014
25,대전,2,민간(개인),5,1,원도급,20201014
25,대전,3,전체,17,1,원도급,20201014
25,대전,0,공공,8,2,하도급,20201014
25,대전,1,민간(법인),4,2,하도급,20201014
25,대전,2,민간(개인),0,2,하도급,20201014
25,대전,3,전체,12,2,하도급,20201014
26,울산,0,공공,3,1,원도급,20201014
26,울산,1,민간(법인),7,1,원도급,20201014
26,울산,2,민간(개인),1,1,원도급,20201014
26,울산,3,전체,11,1,원도급,20201014
26,울산,0,공공,4,2,하도급,20201014
26,울산,1,민간(법인),23,2,하도급,20201014
26,울산,2,민간(개인),1,2,하도급,20201014
26,울산,3,전체,28,2,하도급,20201014
29,세종,0,공공,1,1,원도급,20201014
29,세종,1,민간(법인),1,1,원도급,20201014
29,세종,2,민간(개인),3,1,원도급,20201014
29,세종,3,전체,5,1,원도급,20201014
29,세종,0,공공,1,2,하도급,20201014
29,세종,1,민간(법인),2,2,하도급,20201014
29,세종,2,민간(개인),0,2,하도급,20201014
29,세종,3,전체,3,2,하도급,20201014
31,경기,0,공공,38,1,원도급,20201014
31,경기,1,민간(법인),50,1,원도급,20201014
31,경기,2,민간(개인),80,1,원도급,20201014
31,경기,3,전체,168,1,원도급,20201014
31,경기,0,공공,26,2,하도급,20201014
31,경기,1,민간(법인),27,2,하도급,20201014
31,경기,2,민간(개인),23,2,하도급,20201014
31,경기,3,전체,76,2,하도급,20201014
32,강원,0,공공,16,1,원도급,20201014
32,강원,1,민간(법인),4,1,원도급,20201014
32,강원,2,민간(개인),6,1,원도급,20201014
32,강원,3,전체,26,1,원도급,20201014
32,강원,0,공공,18,2,하도급,20201014
32,강원,1,민간(법인),10,2,하도급,20201014
32,강원,2,민간(개인),0,2,하도급,20201014
32,강원,3,전체,28,2,하도급,20201014
33,충북,0,공공,12,1,원도급,20201014
33,충북,1,민간(법인),8,1,원도급,20201014
33,충북,2,민간(개인),4,1,원도급,20201014
33,충북,3,전체,24,1,원도급,20201014
33,충북,0,공공,7,2,하도급,20201014
33,충북,1,민간(법인),6,2,하도급,20201014
33,충북,2,민간(개인),2,2,하도급,20201014
33,충북,3,전체,15,2,하도급,20201014
34,충남,0,공공,7,1,원도급,20201014
34,충남,1,민간(법인),20,1,원도급,20201014
34,충남,2,민간(개인),4,1,원도급,20201014
34,충남,3,전체,31,1,원도급,20201014
34,충남,0,공공,14,2,하도급,20201014
34,충남,1,민간(법인),7,2,하도급,20201014
34,충남,2,민간(개인),1,2,하도급,20201014
34,충남,3,전체,22,2,하도급,20201014
35,전북,0,공공,10,1,원도급,20201014
35,전북,1,민간(법인),10,1,원도급,20201014
35,전북,2,민간(개인),2,1,원도급,20201014
35,전북,3,전체,22,1,원도급,20201014
35,전북,0,공공,20,2,하도급,20201014
35,전북,1,민간(법인),7,2,하도급,20201014
35,전북,2,민간(개인),1,2,하도급,20201014
35,전북,3,전체,28,2,하도급,20201014
36,전남,0,공공,22,1,원도급,20201014
36,전남,1,민간(법인),14,1,원도급,20201014
36,전남,2,민간(개인),5,1,원도급,20201014
36,전남,3,전체,41,1,원도급,20201014
36,전남,0,공공,8,2,하도급,20201014
36,전남,1,민간(법인),9,2,하도급,20201014
36,전남,2,민간(개인),2,2,하도급,20201014
36,전남,3,전체,19,2,하도급,20201014
37,경북,0,공공,23,1,원도급,20201014
37,경북,1,민간(법인),12,1,원도급,20201014
37,경북,2,민간(개인),11,1,원도급,20201014
37,경북,3,전체,46,1,원도급,20201014
37,경북,0,공공,18,2,하도급,20201014
37,경북,1,민간(법인),7,2,하도급,20201014
37,경북,2,민간(개인),3,2,하도급,20201014
37,경북,3,전체,28,2,하도급,20201014
38,경남,0,공공,13,1,원도급,20201014
38,경남,1,민간(법인),15,1,원도급,20201014
38,경남,2,민간(개인),5,1,원도급,20201014
38,경남,3,전체,33,1,원도급,20201014
38,경남,0,공공,12,2,하도급,20201014
38,경남,1,민간(법인),12,2,하도급,20201014
38,경남,2,민간(개인),3,2,하도급,20201014
38,경남,3,전체,27,2,하도급,20201014
39,제주,0,공공,0,1,원도급,20201014
39,제주,1,민간(법인),5,1,원도급,20201014
39,제주,2,민간(개인),3,1,원도급,20201014
39,제주,3,전체,8,1,원도급,20201014
39,제주,0,공공,2,2,하도급,20201014
39,제주,1,민간(법인),4,2,하도급,20201014
39,제주,2,민간(개인),4,2,하도급,20201014
39,제주,3,전체,10,2,하도급,20201014
00,전체,0,공공,188,1,원도급,20201015
00,전체,1,민간(법인),183,1,원도급,20201015
00,전체,2,민간(개인),123,1,원도급,20201015
00,전체,3,전체,494,1,원도급,20201015
00,전체,0,공공,180,2,하도급,20201015
00,전체,1,민간(법인),158,2,하도급,20201015
00,전체,2,민간(개인),54,2,하도급,20201015
00,전체,3,전체,392,2,하도급,20201015
11,서울,0,공공,25,1,원도급,20201015
11,서울,1,민간(법인),28,1,원도급,20201015
11,서울,2,민간(개인),23,1,원도급,20201015
11,서울,3,전체,76,1,원도급,20201015
11,서울,0,공공,20,2,하도급,20201015
11,서울,1,민간(법인),20,2,하도급,20201015
11,서울,2,민간(개인),10,2,하도급,20201015
11,서울,3,전체,50,2,하도급,20201015
21,부산,0,공공,5,1,원도급,20201015
21,부산,1,민간(법인),16,1,원도급,20201015
21,부산,2,민간(개인),6,1,원도급,20201015
21,부산,3,전체,27,1,원도급,20201015
21,부산,0,공공,8,2,하도급,20201015
21,부산,1,민간(법인),5,2,하도급,20201015
21,부산,2,민간(개인),3,2,하도급,20201015
21,부산,3,전체,16,2,하도급,20201015
22,대구,0,공공,4,1,원도급,20201015
22,대구,1,민간(법인),3,1,원도급,20201015
22,대구,2,민간(개인),2,1,원도급,20201015
22,대구,3,전체,9,1,원도급,20201015
22,대구,0,공공,2,2,하도급,20201015
22,대구,1,민간(법인),9,2,하도급,20201015
22,대구,2,민간(개인),1,2,하도급,20201015
22,대구,3,전체,12,2,하도급,20201015
23,인천,0,공공,7,1,원도급,20201015
23,인천,1,민간(법인),6,1,원도급,20201015
23,인천,2,민간(개인),8,1,원도급,20201015
23,인천,3,전체,21,1,원도급,20201015
23,인천,0,공공,10,2,하도급,20201015
23,인천,1,민간(법인),5,2,하도급,20201015
23,인천,2,민간(개인),2,2,하도급,20201015
23,인천,3,전체,17,2,하도급,20201015
24,광주,0,공공,1,1,원도급,20201015
24,광주,1,민간(법인),3,1,원도급,20201015
24,광주,2,민간(개인),7,1,원도급,20201015
24,광주,3,전체,11,1,원도급,20201015
24,광주,0,공공,4,2,하도급,20201015
24,광주,1,민간(법인),13,2,하도급,20201015
24,광주,2,민간(개인),0,2,하도급,20201015
24,광주,3,전체,17,2,하도급,20201015
25,대전,0,공공,7,1,원도급,20201015
25,대전,1,민간(법인),5,1,원도급,20201015
25,대전,2,민간(개인),2,1,원도급,20201015
25,대전,3,전체,14,1,원도급,20201015
25,대전,0,공공,2,2,하도급,20201015
25,대전,1,민간(법인),3,2,하도급,20201015
25,대전,2,민간(개인),2,2,하도급,20201015
25,대전,3,전체,7,2,하도급,20201015
26,울산,0,공공,3,1,원도급,20201015
26,울산,1,민간(법인),4,1,원도급,20201015
26,울산,2,민간(개인),4,1,원도급,20201015
26,울산,3,전체,11,1,원도급,20201015
26,울산,0,공공,3,2,하도급,20201015
26,울산,1,민간(법인),13,2,하도급,20201015
26,울산,2,민간(개인),2,2,하도급,20201015
26,울산,3,전체,18,2,하도급,20201015
29,세종,0,공공,1,1,원도급,20201015
29,세종,1,민간(법인),0,1,원도급,20201015
29,세종,2,민간(개인),1,1,원도급,20201015
29,세종,3,전체,2,1,원도급,20201015
29,세종,0,공공,2,2,하도급,20201015
29,세종,1,민간(법인),2,2,하도급,20201015
29,세종,2,민간(개인),0,2,하도급,20201015
29,세종,3,전체,4,2,하도급,20201015
31,경기,0,공공,38,1,원도급,20201015
31,경기,1,민간(법인),58,1,원도급,20201015
31,경기,2,민간(개인),46,1,원도급,20201015
31,경기,3,전체,142,1,원도급,20201015
31,경기,0,공공,30,2,하도급,20201015
31,경기,1,민간(법인),48,2,하도급,20201015
31,경기,2,민간(개인),16,2,하도급,20201015
31,경기,3,전체,94,2,하도급,20201015
32,강원,0,공공,17,1,원도급,20201015
32,강원,1,민간(법인),6,1,원도급,20201015
32,강원,2,민간(개인),3,1,원도급,20201015
32,강원,3,전체,26,1,원도급,20201015
32,강원,0,공공,9,2,하도급,20201015
32,강원,1,민간(법인),2,2,하도급,20201015
32,강원,2,민간(개인),3,2,하도급,20201015
32,강원,3,전체,14,2,하도급,20201015
33,충북,0,공공,10,1,원도급,20201015
33,충북,1,민간(법인),8,1,원도급,20201015
33,충북,2,민간(개인),3,1,원도급,20201015
33,충북,3,전체,21,1,원도급,20201015
33,충북,0,공공,5,2,하도급,20201015
33,충북,1,민간(법인),6,2,하도급,20201015
33,충북,2,민간(개인),4,2,하도급,20201015
33,충북,3,전체,15,2,하도급,20201015
34,충남,0,공공,12,1,원도급,20201015
34,충남,1,민간(법인),13,1,원도급,20201015
34,충남,2,민간(개인),3,1,원도급,20201015
34,충남,3,전체,28,1,원도급,20201015
34,충남,0,공공,18,2,하도급,20201015
34,충남,1,민간(법인),7,2,하도급,20201015
34,충남,2,민간(개인),3,2,하도급,20201015
34,충남,3,전체,28,2,하도급,20201015
35,전북,0,공공,9,1,원도급,20201015
35,전북,1,민간(법인),9,1,원도급,20201015
35,전북,2,민간(개인),4,1,원도급,20201015
35,전북,3,전체,22,1,원도급,20201015
35,전북,0,공공,7,2,하도급,20201015
35,전북,1,민간(법인),6,2,하도급,20201015
35,전북,2,민간(개인),0,2,하도급,20201015
35,전북,3,전체,13,2,하도급,20201015
36,전남,0,공공,20,1,원도급,20201015
36,전남,1,민간(법인),11,1,원도급,20201015
36,전남,2,민간(개인),3,1,원도급,20201015
36,전남,3,전체,34,1,원도급,20201015
36,전남,0,공공,16,2,하도급,20201015
36,전남,1,민간(법인),8,2,하도급,20201015
36,전남,2,민간(개인),1,2,하도급,20201015
36,전남,3,전체,25,2,하도급,20201015
37,경북,0,공공,19,1,원도급,20201015
37,경북,1,민간(법인),5,1,원도급,20201015
37,경북,2,민간(개인),1,1,원도급,20201015
37,경북,3,전체,25,1,원도급,20201015
37,경북,0,공공,20,2,하도급,20201015
37,경북,1,민간(법인),1,2,하도급,20201015
37,경북,2,민간(개인),2,2,하도급,20201015
37,경북,3,전체,23,2,하도급,20201015
38,경남,0,공공,10,1,원도급,20201015
38,경남,1,민간(법인),8,1,원도급,20201015
38,경남,2,민간(개인),3,1,원도급,20201015
38,경남,3,전체,21,1,원도급,20201015
38,경남,0,공공,11,2,하도급,20201015
38,경남,1,민간(법인),7,2,하도급,20201015
38,경남,2,민간(개인),2,2,하도급,20201015
38,경남,3,전체,20,2,하도급,20201015
39,제주,0,공공,0,1,원도급,20201015
39,제주,1,민간(법인),0,1,원도급,20201015
39,제주,2,민간(개인),4,1,원도급,20201015
39,제주,3,전체,4,1,원도급,20201015
39,제주,0,공공,13,2,하도급,20201015
39,제주,1,민간(법인),3,2,하도급,20201015
39,제주,2,민간(개인),3,2,하도급,20201015
39,제주,3,전체,19,2,하도급,20201015
00,전체,0,공공,185,1,원도급,20201016
00,전체,1,민간(법인),186,1,원도급,20201016
00,전체,2,민간(개인),153,1,원도급,20201016
00,전체,3,전체,524,1,원도급,20201016
00,전체,0,공공,164,2,하도급,20201016
00,전체,1,민간(법인),115,2,하도급,20201016
00,전체,2,민간(개인),77,2,하도급,20201016
00,전체,3,전체,356,2,하도급,20201016
11,서울,0,공공,17,1,원도급,20201016
11,서울,1,민간(법인),15,1,원도급,20201016
11,서울,2,민간(개인),23,1,원도급,20201016
11,서울,3,전체,55,1,원도급,20201016
11,서울,0,공공,18,2,하도급,20201016
11,서울,1,민간(법인),11,2,하도급,20201016
11,서울,2,민간(개인),18,2,하도급,20201016
11,서울,3,전체,47,2,하도급,20201016
21,부산,0,공공,9,1,원도급,20201016
21,부산,1,민간(법인),8,1,원도급,20201016
21,부산,2,민간(개인),15,1,원도급,20201016
21,부산,3,전체,32,1,원도급,20201016
21,부산,0,공공,7,2,하도급,20201016
21,부산,1,민간(법인),5,2,하도급,20201016
21,부산,2,민간(개인),3,2,하도급,20201016
21,부산,3,전체,15,2,하도급,20201016
22,대구,0,공공,6,1,원도급,20201016
22,대구,1,민간(법인),8,1,원도급,20201016
22,대구,2,민간(개인),7,1,원도급,20201016
22,대구,3,전체,21,1,원도급,20201016
22,대구,0,공공,4,2,하도급,20201016
22,대구,1,민간(법인),3,2,하도급,20201016
22,대구,2,민간(개인),2,2,하도급,20201016
22,대구,3,전체,9,2,하도급,20201016
23,인천,0,공공,7,1,원도급,20201016
23,인천,1,민간(법인),4,1,원도급,20201016
23,인천,2,민간(개인),5,1,원도급,20201016
23,인천,3,전체,16,1,원도급,20201016
23,인천,0,공공,6,2,하도급,20201016
23,인천,1,민간(법인),5,2,하도급,20201016
23,인천,2,민간(개인),4,2,하도급,20201016
23,인천,3,전체,15,2,하도급,20201016
24,광주,0,공공,2,1,원도급,20201016
24,광주,1,민간(법인),5,1,원도급,20201016
24,광주,2,민간(개인),2,1,원도급,20201016
24,광주,3,전체,9,1,원도급,20201016
24,광주,0,공공,4,2,하도급,20201016
24,광주,1,민간(법인),3,2,하도급,20201016
24,광주,2,민간(개인),2,2,하도급,20201016
24,광주,3,전체,9,2,하도급,20201016
25,대전,0,공공,3,1,원도급,20201016
25,대전,1,민간(법인),3,1,원도급,20201016
25,대전,2,민간(개인),4,1,원도급,20201016
25,대전,3,전체,10,1,원도급,20201016
25,대전,0,공공,3,2,하도급,20201016
25,대전,1,민간(법인),5,2,하도급,20201016
25,대전,2,민간(개인),2,2,하도급,20201016
25,대전,3,전체,10,2,하도급,20201016
26,울산,0,공공,0,1,원도급,20201016
26,울산,1,민간(법인),13,1,원도급,20201016
26,울산,2,민간(개인),1,1,원도급,20201016
26,울산,3,전체,14,1,원도급,20201016
26,울산,0,공공,2,2,하도급,20201016
26,울산,1,민간(법인),5,2,하도급,20201016
26,울산,2,민간(개인),4,2,하도급,20201016
26,울산,3,전체,11,2,하도급,20201016
29,세종,0,공공,4,1,원도급,20201016
29,세종,1,민간(법인),5,1,원도급,20201016
29,세종,2,민간(개인),0,1,원도급,20201016
29,세종,3,전체,9,1,원도급,20201016
29,세종,0,공공,3,2,하도급,20201016
